stock_name,acc_test,acc_eval,expected_value,buy_percent,pred_sell,pred_hold,pred_buy
034230,파라다이스 ,0.6171,0.4,3.6481,0.1333,0.0321,0.4695,0.4984
009150,삼성전기 ,0.6168,0.375,3.6496,0.15,0.8582,0.1376,0.0041
012510,더존비즈온 ,0.6274,0.4815,4.4554,0.05,0.875,0.016,0.109
008930,한미사이언스 ,0.6294,0.3448,3.881,0.0667,0.0795,0.2013,0.7192
003670,포스코케미칼 ,0.6162,0.6667,3.3113,0.3333,0.0025,0.0251,0.9724
034220,LG디스플레이 ,0.6181,0.6296,3.4989,0.1,0.1184,0.8429,0.0387
213420,덕산네오룩스 ,0.6228,0.3333,4.9133,0.0,0.5633,0.1878,0.2489
029960,코엔텍 ,0.6434,0.4103,4.1322,0.0,0.0939,0.6759,0.2302
009830,한화케미칼 ,0.603,0.5926,4.0708,0.05,0.1851,0.7834,0.0316
096530,씨젠 ,0.6239,0.3256,3.7762,0.0833,0.9943,0.0055,1e-04
085660,차바이오텍 ,0.6027,0.4048,4.3636,0.0167,0.1903,0.7783,0.0314
200130,콜마비앤에이치 ,0.5992,0.5,3.5484,0.05,0.6468,0.0088,0.3444
005290,동진쎄미켐 ,0.62,0.5238,4.3593,0.1667,0.4687,0.2292,0.3021
015760,한국전력 ,0.6236,0.5,2.5806,0.1833,0.5345,0.3563,0.1092
051900,LG생활건강 ,0.5797,0.359,3.6077,0.0167,0.7997,0.1781,0.0222
048410,현대바이오 ,0.6073,0.5385,4.9383,0.0833,0.3557,0.4662,0.1781
028050,삼성엔지니어링 ,0.6309,0.5417,4.3702,0.0167,0.039,0.96,0.001
030530,원익홀딩스 ,0.6098,0.4722,4.6644,0.0667,0.0035,0.9834,0.0131
051910,LG화학 ,0.5981,0.4419,3.5533,0.0,0.0192,0.9657,0.0151
138930,BNK금융지주 ,0.5762,0.6216,2.3669,0.1333,0.8651,0.1251,0.0098
068760,셀트리온제약 ,0.637,0.2759,3.6364,0.0,0.4011,0.4107,0.1882
082270,젬백스 ,0.6093,0.5333,4.918,0.2,0.2226,0.6214,0.156
009540,한국조선해양 ,0.6014,0.2258,4.0161,0.1,0.1426,0.3094,0.548
003550,LG ,0.6113,0.5676,2.8694,0.0,0.2094,0.732,0.0586
036490,SK머티리얼즈 ,0.6401,0.7105,4.0334,0.0,0.3822,0.5557,0.0621
000120,CJ대한통운 ,0.621,0.6562,3.202,0.0667,0.5578,0.4341,0.0081
033780,KT&G ,0.5838,0.3438,2.4447,0.0,0.1681,0.6049,0.2271
092040,아미코젠 ,0.5912,0.4706,4.782,0.2333,0.1815,0.3864,0.4321
038540,상상인 ,0.6191,0.4286,4.9711,0.05,0.3461,0.5633,0.0906
088980,맥쿼리인프라 ,0.6093,0.5263,0.9836,0.0167,0.6352,0.1314,0.2334
035420,NAVER ,0.5931,0.2353,3.7725,0.0333,0.7111,0.2551,0.0339
036540,SFA반도체 ,0.6301,0.75,4.2216,0.3833,0.123,0.1594,0.7176
043150,바텍 ,0.6135,0.54,4.3189,0.0,0.0278,0.965,0.0072
004020,현대제철 ,0.603,0.2727,3.4411,0.1333,0.2544,0.054,0.6916
035900,JYP Ent. ,0.6083,0.2174,4.6154,0.05,0.3895,0.3425,0.268
004990,롯데지주 ,0.6128,0.4231,2.5253,0.0167,0.7425,0.2073,0.0502
022100,포스코 ICT ,0.6043,0.5532,3.2091,0.0,0.2095,0.5545,0.236
090430,아모레퍼시픽 ,0.5859,0.4706,3.313,0.15,0.4298,0.353,0.2171
095610,테스 ,0.5821,0.3824,4.9938,0.0,0.9281,0.0261,0.0458
006400,삼성SDI ,0.6305,0.7105,3.3742,0.0,0.3463,0.5837,0.07
180640,한진칼 ,0.6318,0.5278,4.3831,0.1833,0.9776,0.0069,0.0155
035760,CJ ENM ,0.5762,0.4722,3.4641,0.05,0.1706,0.822,0.0074
036570,엔씨소프트 ,0.6071,0.2703,4.2202,0.0,0.231,0.7648,0.0042
196170,알테오젠 ,0.6271,0.3548,5.8997,0.0667,0.2525,0.6686,0.0788
145020,휴젤 ,0.6033,0.5455,4.3947,0.0,0.3566,0.6255,0.0179
139480,이마트 ,0.6544,0.35,2.7397,0.05,0.317,0.379,0.304
032500,케이엠더블유 ,0.6421,0.3824,5.3648,0.1667,0.0793,0.0761,0.8446
086790,하나금융지주 ,0.6162,0.35,3.2012,0.0167,0.9469,0.0142,0.039
000210,대림산업 ,0.6181,0.5909,4.0,0.0,0.0137,0.9553,0.031
218410,RFHIC ,0.6207,0.4375,4.0201,0.1667,0.1384,0.064,0.7976
060250,NHN한국사이버결제 ,0.6246,0.35,4.4014,0.0,0.6273,0.327,0.0457
036460,한국가스공사 ,0.6305,0.5652,2.8409,0.0333,0.5169,0.267,0.2161
018260,삼성에스디에스 ,0.5417,0.4651,2.7638,0.0,0.3208,0.6501,0.0291
097520,엠씨넥스 ,0.5897,0.303,4.8611,0.1333,0.533,0.211,0.256
060720,KH바텍 ,0.6019,0.55,5.0439,0.0667,0.1272,0.5926,0.2802
098460,고영 ,0.6036,0.2857,3.8585,0.0,0.9634,0.0332,0.0034
140410,메지온 ,0.608,0.5,4.7535,0.1,0.4775,0.3343,0.1883
086280,현대글로비스 ,0.5994,0.4643,3.4884,0.0167,0.444,0.5167,0.0393
068270,셀트리온 ,0.6186,0.2571,3.9548,0.1,0.7787,0.2011,0.0203
086520,에코프로 ,0.6109,0.3429,4.9315,0.0,0.8647,0.1129,0.0224
078340,컴투스 ,0.601,0.5517,4.9769,0.0833,0.7062,0.2602,0.0336
002380,KCC ,0.6003,0.3824,3.2609,0.0667,0.0335,0.4732,0.4933
030000,제일기획 ,0.5517,0.5588,3.1311,0.0333,0.9705,0.0004,0.0291
033290,코웰패션 ,0.6268,0.303,4.1818,0.0,0.9871,0.0116,0.0013
010130,고려아연 ,0.6236,0.4151,3.7946,0.0,0.4456,0.5539,0.0006
030200,KT ,0.581,0.6071,1.8421,0.0,0.0822,0.5185,0.3993
039200,오스코텍 ,0.5844,0.3462,4.9751,0.0667,0.0612,0.7319,0.2069
066570,LG전자 ,0.6113,0.6111,3.2211,0.0667,0.4325,0.2536,0.3139
048260,오스템임플란트 ,0.5958,0.2778,4.2151,0.0333,0.576,0.2911,0.1329
035600,KG이니시스 ,0.6329,0.5833,4.7619,0.0667,0.8549,0.1222,0.0229
122870,와이지엔터테인먼트 ,0.599,0.4167,3.7325,0.3,0.0902,0.8053,0.1045
041960,코미팜 ,0.6277,0.44,4.4444,0.05,0.8778,0.0982,0.0241
108320,실리콘웍스 ,0.563,0.475,3.8793,0.15,0.3829,0.5974,0.0197
161390,한국타이어앤테크놀로지 ,0.6134,0.1957,2.707,0.1333,0.7027,0.0735,0.2238
102110,TIGER 200 ,0.6332,0.2955,1.5479,0.0,0.2476,0.5746,0.1778
086900,메디톡스 ,0.5985,0.4324,4.7228,0.1333,0.0723,0.0298,0.8979
047050,포스코인터내셔널 ,0.6071,0.3514,3.6101,0.15,0.4223,0.4342,0.1435
091700,파트론 ,0.6155,0.6061,4.4177,0.05,0.0371,0.9609,0.002
024110,기업은행 ,0.6195,0.5714,2.834,0.05,0.0377,0.0287,0.9337
025980,아난티 ,0.5873,0.4167,4.7619,0.0333,0.0584,0.4805,0.4612
081660,휠라코리아 ,0.6095,0.4762,3.1933,0.0167,0.0591,0.0377,0.9032
214370,케어젠 ,0.6852,0.4615,3.25,0.0,0.0635,0.9208,0.0158
000720,현대건설 ,0.6497,0.6061,3.8591,0.0833,0.3705,0.0749,0.5546
003490,대한항공 ,0.6201,0.3396,3.4853,0.3,0.0076,0.0013,0.9911
031390,녹십자셀 ,0.6092,0.5758,5.1059,0.0167,0.9362,0.0548,0.009
003410,쌍용양회 ,0.614,0.3636,4.065,0.0,0.091,0.8868,0.0222
058820,CMG제약 ,0.6259,0.3333,5.4545,0.0,0.029,0.9565,0.0145
066970,엘앤에프 ,0.5893,0.5,4.7619,0.2333,0.327,0.3207,0.3523
178920,SKC코오롱PI ,0.6017,0.6286,4.5365,0.0167,0.4587,0.4033,0.1379
214150,클래시스 ,0.7158,0.2286,2.5,0.1,0.0884,0.3703,0.5413
005940,NH투자증권 ,0.6113,0.5122,3.4921,0.0,0.9554,0.0398,0.0048
032640,LG유플러스 ,0.6267,0.5294,3.1532,0.0,0.0169,0.9699,0.0132
128940,한미약품 ,0.6106,0.619,3.8505,0.0333,0.0562,0.8505,0.0933
010950,S-Oil ,0.5838,0.5405,2.8017,0.0167,0.6492,0.145,0.2058
028260,삼성물산 ,0.6102,0.3191,2.6144,0.0,0.4107,0.5884,0.0009
010140,삼성중공업 ,0.6195,0.36,3.9583,0.0167,0.0299,0.4596,0.5105
017670,SK텔레콤 ,0.5728,0.5556,2.2857,0.0167,0.1964,0.7165,0.0871
006800,미래에셋대우 ,0.614,0.4468,3.663,0.0,0.8466,0.1453,0.0081
001040,CJ ,0.5873,0.3667,3.3088,0.0333,0.1177,0.7069,0.1753
090460,비에이치 ,0.5732,0.5333,4.9808,0.15,0.2598,0.5296,0.2106
215200,메가스터디교육 ,0.6682,0.4286,2.4211,0.1667,0.0392,0.0543,0.9065
005935,삼성전자우 ,0.5702,0.5161,2.9517,0.0167,0.5631,0.369,0.0679
030190,NICE평가정보 ,0.6392,0.4737,2.8192,0.15,0.5811,0.0126,0.4063
036830,솔브레인 ,0.6074,0.2308,4.321,0.0,0.9577,0.0241,0.0182
039840,디오 ,0.6061,0.3023,4.0659,0.0,0.157,0.8377,0.0053
041510,에스엠 ,0.6339,0.5806,4.7337,0.0333,0.827,0.1646,0.0085
002790,아모레G ,0.6137,0.4286,3.8238,0.15,0.9587,0.0255,0.0157
151910,나노스 ,0.6035,0.4,4.2724,0.0833,0.0062,0.4078,0.5859
033640,네패스 ,0.5918,0.25,4.8387,0.0333,0.4447,0.1453,0.4099
000250,삼천당제약 ,0.596,0.5455,3.9604,0.2,0.1239,0.1546,0.7215
044340,위닉스 ,0.6059,0.5,4.3956,0.0333,0.2359,0.7106,0.0535
055550,신한지주 ,0.5755,0.4138,2.6932,0.0167,0.6401,0.0738,0.286
097950,CJ제일제당 ,0.6014,0.4828,2.8529,0.15,0.5675,0.4123,0.0202
069500,KODEX 200 ,0.6593,0.2973,1.6723,0.0,0.3265,0.4962,0.1772
008770,호텔신라 ,0.5873,0.4062,4.0876,0.0167,0.1384,0.8435,0.0181
005490,POSCO ,0.6113,0.5882,3.0055,0.0333,0.7288,0.2681,0.0031
023530,롯데쇼핑 ,0.6177,0.4773,2.8634,0.1833,0.8464,0.0849,0.0687
122630,KODEX 레버리지 ,0.586,0.4211,2.7277,0.0833,0.7226,0.234,0.0434
029780,삼성카드 ,0.6242,0.3,2.5799,0.0667,0.9379,0.0436,0.0185
035720,카카오 ,0.6175,0.3235,3.6269,0.0,0.1526,0.8163,0.0311
078130,국일제지 ,0.5899,0.52,3.6036,0.2,0.7052,0.1086,0.1862
005930,삼성전자 ,0.5997,0.2174,2.944,0.05,0.3052,0.5207,0.1742
035250,강원랜드 ,0.603,0.425,2.8961,0.0167,0.5264,0.429,0.0446
112040,위메이드 ,0.6155,0.5588,4.3478,0.2,0.1533,0.2971,0.5496
034730,SK ,0.6025,0.4583,3.1136,0.05,0.3754,0.5903,0.0342
