0,close,diff,open,high,low,volume,agency,foreign
2020.01.09,29840.0,480.0,29670.0,29840.0,29635.0,93386.0,838.0,-857.0
2020.01.08,29360.0,-190.0,29350.0,29500.0,29150.0,1684916.0,-367.0,-84.0
2020.01.07,29550.0,310.0,29375.0,29635.0,29375.0,418818.0,30996.0,-30887.0
2020.01.06,29240.0,-220.0,29310.0,29345.0,29180.0,520177.0,36735.0,-36977.0
2020.01.03,29460.0,0.0,29710.0,29890.0,29320.0,857124.0,-58273.0,57996.0
2020.01.02,29460.0,-385.0,29845.0,29900.0,29430.0,8892056.0,54390.0,-55635.0
2019.12.30,29845.0,-75.0,29920.0,29980.0,29835.0,391933.0,16210.0,-16589.0
2019.12.27,29920.0,500.0,29705.0,30145.0,29555.0,427417.0,-41449.0,42321.0
2019.12.26,29420.0,85.0,29335.0,29430.0,29240.0,510041.0,7275.0,-2685.0
2019.12.24,29335.0,-195.0,29530.0,29555.0,29315.0,392931.0,218.0,-501.0
2019.12.23,29530.0,20.0,29635.0,29650.0,29450.0,266608.0,-14355.0,13860.0
2019.12.20,29510.0,40.0,29585.0,29600.0,29430.0,276332.0,63369.0,-62902.0
2019.12.19,29470.0,25.0,29545.0,29620.0,29335.0,326223.0,7121.0,-5726.0
2019.12.18,29445.0,5.0,29490.0,29615.0,29375.0,1667914.0,-57709.0,57762.0
2019.12.17,29440.0,405.0,29155.0,29485.0,29120.0,366317.0,49224.0,-48515.0
2019.12.16,29035.0,-15.0,29050.0,29150.0,29030.0,146315.0,-11174.0,11781.0
2019.12.13,29050.0,440.0,28965.0,29085.0,28930.0,611494.0,-215.0,2718.0
2019.12.12,28610.0,515.0,28270.0,28610.0,28270.0,1275706.0,-49889.0,52881.0
2019.12.11,28095.0,100.0,27980.0,28140.0,27915.0,706045.0,20561.0,-20145.0
2019.12.10,27995.0,140.0,27855.0,28005.0,27750.0,368723.0,-40054.0,42028.0
2019.12.09,27855.0,135.0,27850.0,27925.0,27765.0,97594.0,12548.0,-495.0
2019.12.06,27720.0,320.0,27510.0,27765.0,27510.0,145006.0,36425.0,-35474.0
2019.12.05,27400.0,-65.0,27605.0,27685.0,27290.0,666915.0,394684.0,-395022.0
2019.12.04,27465.0,-180.0,27485.0,27520.0,27320.0,287531.0,30680.0,-32483.0
2019.12.03,27645.0,-140.0,27575.0,27705.0,27435.0,421291.0,-4286.0,3813.0
2019.12.02,27785.0,10.0,27845.0,27975.0,27770.0,282203.0,-27537.0,27233.0
2019.11.29,27775.0,-425.0,28260.0,28260.0,27680.0,504135.0,4758.0,-6508.0
2019.11.28,28200.0,-125.0,28180.0,28300.0,28140.0,426117.0,-13237.0,13135.0
2019.11.27,28325.0,45.0,28355.0,28450.0,28180.0,587323.0,39574.0,-39599.0
2019.11.26,28280.0,20.0,28325.0,28515.0,28280.0,988174.0,8597.0,-9064.0
2019.11.25,28260.0,295.0,28040.0,28375.0,28040.0,173097.0,18848.0,-18729.0
2019.11.22,27965.0,130.0,27835.0,28015.0,27835.0,138581.0,316.0,-343.0
2019.11.21,27835.0,-420.0,28255.0,28255.0,27760.0,266943.0,-52856.0,51691.0
2019.11.20,28255.0,-365.0,28520.0,28545.0,28240.0,1542877.0,18703.0,-19051.0
2019.11.19,28620.0,-120.0,28595.0,28650.0,28420.0,193163.0,-26080.0,25827.0
2019.11.18,28740.0,-25.0,28745.0,28775.0,28650.0,156402.0,26343.0,-26445.0
2019.11.15,28765.0,400.0,28420.0,28795.0,28375.0,438248.0,-8330.0,11597.0
2019.11.14,28365.0,225.0,28190.0,28365.0,28140.0,3108993.0,39319.0,-38609.0
2019.11.13,28140.0,-230.0,28270.0,28275.0,28080.0,3597446.0,805514.0,-807400.0
2019.11.12,28370.0,250.0,28205.0,28375.0,28120.0,1548120.0,82720.0,-83693.0
2019.11.11,28120.0,-220.0,28330.0,28335.0,28075.0,1661392.0,222226.0,-222279.0
2019.11.08,28340.0,-100.0,28600.0,28635.0,28320.0,316157.0,-35717.0,34453.0
2019.11.07,28440.0,-30.0,28410.0,28515.0,28340.0,250761.0,-65653.0,65995.0
2019.11.06,28470.0,10.0,28455.0,28650.0,28420.0,462859.0,63123.0,-62497.0
2019.11.05,28460.0,195.0,28320.0,28470.0,28270.0,328137.0,34412.0,-34184.0
2019.11.04,28265.0,405.0,27935.0,28285.0,27935.0,462891.0,-3983.0,5625.0
2019.11.01,27860.0,235.0,27625.0,27860.0,27585.0,375713.0,250665.0,-250217.0
2019.10.31,27625.0,65.0,27610.0,27925.0,27610.0,778619.0,360685.0,-360742.0
2019.10.30,27560.0,-205.0,27780.0,27780.0,27535.0,172329.0,613.0,-1065.0
2019.10.29,27845.0,-55.0,27930.0,28045.0,27810.0,84974.0,27023.0,-27099.0
2019.10.28,27900.0,105.0,27850.0,28035.0,27840.0,184789.0,-7716.0,8368.0
2019.10.25,27795.0,30.0,27855.0,27855.0,27685.0,107382.0,-4247.0,5983.0
2019.10.24,27765.0,75.0,27760.0,27830.0,27550.0,316030.0,128370.0,-125118.0
2019.10.23,27690.0,-155.0,27780.0,27835.0,27645.0,732463.0,75957.0,-78157.0
2019.10.22,27845.0,355.0,27645.0,27900.0,27615.0,190860.0,20461.0,-18847.0
2019.10.21,27490.0,135.0,27355.0,27500.0,27355.0,74965.0,20637.0,-20090.0
2019.10.18,27355.0,-275.0,27690.0,27790.0,27330.0,933309.0,576550.0,-576492.0
2019.10.17,27630.0,-85.0,27745.0,27760.0,27570.0,282427.0,1174.0,-2180.0
2019.10.16,27715.0,165.0,27710.0,27850.0,27630.0,354663.0,-6359.0,6977.0
2019.10.15,27550.0,30.0,27470.0,27600.0,27470.0,297812.0,-45808.0,42954.0
2019.10.14,27520.0,285.0,27455.0,27650.0,27455.0,292658.0,3515.0,-2501.0
2019.10.11,27235.0,195.0,27260.0,27345.0,27150.0,314693.0,-3717.0,2304.0
2019.10.10,27040.0,-190.0,27000.0,27165.0,26730.0,715377.0,3603.0,-4352.0
2019.10.08,27230.0,380.0,26920.0,27250.0,26920.0,309418.0,3501.0,-3457.0
2019.10.07,26850.0,35.0,26855.0,27045.0,26785.0,338982.0,1321.0,-1328.0
2019.10.04,26815.0,-110.0,26835.0,27090.0,26815.0,379527.0,-29826.0,34013.0
2019.10.02,26925.0,-580.0,27185.0,27395.0,26925.0,326022.0,-18413.0,13708.0
2019.10.01,27505.0,20.0,27395.0,27625.0,27375.0,162016.0,7488.0,-7308.0
2019.09.30,27485.0,275.0,27145.0,27485.0,27110.0,480312.0,5405.0,-5723.0
2019.09.27,27210.0,-285.0,27400.0,27405.0,27130.0,221099.0,35651.0,-36038.0
2019.09.26,27495.0,45.0,27540.0,27645.0,27370.0,314894.0,-3575.0,1791.0
2019.09.25,27450.0,-375.0,27700.0,27720.0,27450.0,339033.0,-6967.0,6608.0
2019.09.24,27825.0,150.0,27665.0,27825.0,27595.0,379257.0,-10705.0,11100.0
2019.09.23,27675.0,20.0,27580.0,27705.0,27575.0,418790.0,-28340.0,29570.0
2019.09.20,27655.0,155.0,27475.0,27675.0,27450.0,275602.0,48593.0,-47309.0
2019.09.19,27500.0,190.0,27310.0,27615.0,27290.0,494933.0,11826.0,-10793.0
2019.09.18,27310.0,140.0,27220.0,27370.0,27120.0,298623.0,2340.0,-3100.0
2019.09.17,27170.0,-10.0,27180.0,27220.0,27100.0,447999.0,-49277.0,48951.0
2019.09.16,27180.0,65.0,27065.0,27200.0,26980.0,240858.0,19986.0,-19823.0
2019.09.11,27115.0,230.0,26985.0,27135.0,26965.0,473472.0,-11780.0,18298.0
2019.09.10,26885.0,130.0,26780.0,26910.0,26755.0,292411.0,-4277.0,1137.0
2019.09.09,26755.0,195.0,26630.0,26885.0,26615.0,137953.0,-843.0,7252.0
2019.09.06,26560.0,130.0,26575.0,26620.0,26495.0,155131.0,30054.0,-25808.0
2019.09.05,26430.0,225.0,26235.0,26615.0,26235.0,407286.0,-204.0,1122.0
2019.09.04,26205.0,375.0,25820.0,26205.0,25810.0,284514.0,13892.0,-7518.0
2019.09.03,25830.0,-90.0,25855.0,25990.0,25770.0,438913.0,27969.0,-24805.0
2019.09.02,25920.0,-10.0,25845.0,25980.0,25825.0,162698.0,4433.0,-8120.0
2019.08.30,25930.0,465.0,25610.0,25975.0,25610.0,432567.0,-29880.0,27589.0
2019.08.29,25465.0,-120.0,25595.0,25625.0,25395.0,426274.0,-14565.0,12217.0
2019.08.28,25585.0,230.0,25450.0,25600.0,25390.0,257105.0,13076.0,-13292.0
2019.08.27,25355.0,75.0,25375.0,25510.0,25300.0,282349.0,-3050.0,3342.0
2019.08.26,25280.0,-360.0,25090.0,25340.0,25090.0,355413.0,83097.0,-85381.0
2019.08.23,25640.0,-30.0,25550.0,25705.0,25540.0,571253.0,37667.0,-38227.0
2019.08.22,25670.0,-215.0,25860.0,25875.0,25645.0,202480.0,-19508.0,19979.0
2019.08.21,25885.0,75.0,25780.0,25960.0,25765.0,145706.0,29150.0,-30050.0
2019.08.20,25810.0,235.0,25580.0,25865.0,25530.0,291262.0,-73903.0,73254.0
2019.08.19,25575.0,180.0,25460.0,25610.0,25460.0,345066.0,8337.0,-8844.0
2019.08.16,25395.0,-115.0,25355.0,25395.0,25190.0,206876.0,29192.0,-29502.0
2019.08.14,25510.0,190.0,25585.0,25710.0,25480.0,524355.0,-2702.0,2200.0
2019.08.13,25320.0,-270.0,25455.0,25480.0,25305.0,184891.0,-27210.0,26867.0
2019.08.12,25590.0,65.0,25580.0,25660.0,25485.0,81580.0,14967.0,-16770.0
2019.08.09,25525.0,170.0,25520.0,25640.0,25485.0,204867.0,-16501.0,14560.0
2019.08.08,25355.0,110.0,25475.0,25570.0,25270.0,177061.0,41988.0,-41720.0
2019.08.07,25245.0,-155.0,25430.0,25515.0,25155.0,296429.0,16325.0,-18213.0
2019.08.06,25400.0,-370.0,25225.0,25735.0,25125.0,3191550.0,-44638.0,43721.0
2019.08.05,25770.0,-575.0,26210.0,26210.0,25735.0,2210094.0,10684.0,-11166.0
2019.08.02,26345.0,-275.0,26350.0,26405.0,26215.0,878084.0,10219.0,-11922.0
2019.08.01,26620.0,-80.0,26545.0,26785.0,26485.0,308282.0,-21020.0,20513.0
2019.07.31,26700.0,-230.0,26925.0,26970.0,26575.0,471899.0,48357.0,-50098.0
2019.07.30,26930.0,80.0,26880.0,27025.0,26880.0,225676.0,-62161.0,62601.0
2019.07.29,26920.0,-395.0,27315.0,27315.0,26845.0,763091.0,-10639.0,8760.0
2019.07.26,27315.0,-60.0,27335.0,27335.0,27180.0,184717.0,38076.0,-38226.0
2019.07.25,27375.0,-50.0,27450.0,27530.0,27230.0,289918.0,-28996.0,28471.0
2019.07.24,27425.0,-260.0,27620.0,27750.0,27395.0,207597.0,27501.0,-27821.0
2019.07.23,27685.0,140.0,27580.0,27760.0,27565.0,307947.0,443.0,5741.0
2019.07.22,27545.0,-5.0,27480.0,27625.0,27445.0,224283.0,25164.0,-25167.0
2019.07.19,27550.0,375.0,27235.0,27610.0,27235.0,324101.0,-23653.0,26795.0
2019.07.18,27175.0,-60.0,27180.0,27265.0,27070.0,241393.0,-21450.0,19444.0
2019.07.17,27235.0,-245.0,27335.0,27335.0,27130.0,308001.0,32004.0,-33203.0
2019.07.16,27480.0,130.0,27365.0,27540.0,27320.0,996120.0,-30550.0,30686.0
2019.07.15,27350.0,-25.0,27275.0,27425.0,27200.0,226336.0,59407.0,-59240.0
2019.07.12,27375.0,70.0,27305.0,27420.0,27230.0,255093.0,-18590.0,18498.0
2019.07.11,27305.0,320.0,27160.0,27395.0,27150.0,594781.0,9015.0,-6792.0
2019.07.10,26985.0,110.0,26920.0,27115.0,26920.0,364639.0,-17447.0,17864.0
2019.07.09,26875.0,-90.0,27025.0,27115.0,26875.0,762672.0,-40116.0,39964.0
2019.07.08,26965.0,-570.0,27290.0,27290.0,26940.0,577319.0,65954.0,-69317.0
2019.07.05,27535.0,-15.0,27560.0,27620.0,27350.0,406791.0,-4263.0,4026.0
2019.07.04,27550.0,215.0,27355.0,27560.0,27300.0,335156.0,-13432.0,14555.0
2019.07.03,27335.0,-350.0,27665.0,27750.0,27290.0,598672.0,-21278.0,24604.0
2019.07.02,27685.0,-165.0,27690.0,27845.0,27570.0,523968.0,3416.0,-3609.0
2019.07.01,27850.0,5.0,27975.0,28190.0,27800.0,571482.0,-43159.0,42919.0
2019.06.28,27845.0,-30.0,27905.0,27945.0,27765.0,338787.0,28169.0,-28401.0
2019.06.27,27875.0,325.0,27615.0,27950.0,27585.0,404332.0,91012.0,-70655.0
2019.06.26,27550.0,15.0,27480.0,27640.0,27480.0,323609.0,7093.0,-7111.0
2019.06.25,27535.0,-40.0,27545.0,27715.0,27435.0,687132.0,-105689.0,106495.0
2019.06.24,27575.0,35.0,27540.0,27690.0,27540.0,498435.0,41866.0,-42198.0
2019.06.21,27540.0,-60.0,27610.0,27635.0,27475.0,445541.0,-56.0,68.0
2019.06.20,27600.0,105.0,27505.0,27615.0,27465.0,369531.0,-12852.0,12738.0
2019.06.19,27495.0,330.0,27455.0,27570.0,27425.0,413131.0,27443.0,-23124.0
2019.06.18,27165.0,115.0,27015.0,27210.0,27015.0,406835.0,-32386.0,34187.0
2019.06.17,27050.0,15.0,26965.0,27170.0,26935.0,606738.0,1388.0,-1419.0
2019.06.14,27035.0,-10.0,27030.0,27165.0,26870.0,513516.0,-17487.0,17145.0
2019.06.13,27045.0,-215.0,27120.0,27260.0,26840.0,333919.0,14428.0,-13278.0
2019.06.12,27260.0,-80.0,27325.0,27440.0,27235.0,426843.0,7911.0,-3230.0
2019.06.11,27340.0,150.0,27130.0,27385.0,27130.0,363305.0,-9886.0,8639.0
2019.06.10,27190.0,385.0,27015.0,27255.0,26875.0,481617.0,-52525.0,56486.0
2019.06.07,26805.0,5.0,26800.0,27000.0,26625.0,729270.0,-26797.0,26870.0
2019.06.05,26800.0,45.0,26980.0,27050.0,26755.0,625745.0,-6618.0,7516.0
2019.06.04,26755.0,-50.0,26805.0,26860.0,26695.0,611345.0,-10448.0,10140.0
2019.06.03,26805.0,315.0,26320.0,26840.0,26230.0,502167.0,120827.0,-122145.0
2019.05.31,26490.0,60.0,26335.0,26545.0,26200.0,674284.0,-29936.0,28990.0
2019.05.30,26430.0,240.0,26190.0,26440.0,26190.0,468646.0,-41992.0,41340.0
2019.05.29,26190.0,-335.0,26510.0,26510.0,26060.0,1023786.0,-6869.0,5019.0
2019.05.28,26525.0,20.0,26455.0,26630.0,26380.0,380343.0,-47888.0,47455.0
2019.05.27,26505.0,15.0,26450.0,26620.0,26385.0,285381.0,8044.0,-7873.0
2019.05.24,26490.0,-170.0,26560.0,26640.0,26355.0,671137.0,-6691.0,5739.0
2019.05.23,26660.0,-35.0,26695.0,26735.0,26480.0,505978.0,11800.0,-12484.0
2019.05.22,26695.0,30.0,26715.0,26780.0,26435.0,411829.0,-1721.0,1821.0
2019.05.21,26665.0,155.0,26585.0,26875.0,26500.0,649729.0,4986.0,-5932.0
2019.05.20,26510.0,35.0,26635.0,26775.0,26480.0,796048.0,31114.0,2751.0
2019.05.17,26475.0,-165.0,26815.0,26830.0,26420.0,657793.0,28180.0,-28864.0
2019.05.16,26640.0,-355.0,26995.0,26995.0,26565.0,769494.0,46645.0,-48509.0
2019.05.15,26995.0,100.0,26855.0,27110.0,26770.0,600415.0,-34149.0,30321.0
2019.05.14,26895.0,-20.0,26705.0,27065.0,26610.0,401530.0,-46614.0,46968.0
2019.05.13,26915.0,-360.0,27050.0,27155.0,26885.0,647160.0,20628.0,-25524.0
2019.05.10,27275.0,85.0,27440.0,27450.0,27000.0,1366542.0,2193.0,-3049.0
2019.05.09,27190.0,-840.0,27985.0,27985.0,27175.0,983201.0,-1298.0,-956.0
2019.05.08,28030.0,-135.0,27810.0,28180.0,27805.0,463248.0,-35220.0,34293.0
2019.05.07,28165.0,-210.0,28160.0,28170.0,27885.0,574651.0,16217.0,-19512.0
2019.05.03,28375.0,-245.0,28665.0,28665.0,28330.0,456938.0,3764.0,-4349.0
2019.05.02,28620.0,105.0,28480.0,28715.0,28340.0,831334.0,-23619.0,23861.0
2019.04.30,28515.0,-180.0,28695.0,28790.0,28280.0,689174.0,18605.0,-19482.0
2019.04.29,28695.0,570.0,28210.0,28695.0,28210.0,675612.0,23189.0,-21366.0
2019.04.26,28630.0,-160.0,28620.0,28740.0,28495.0,1081189.0,-4031.0,15769.0
2019.04.25,28790.0,-65.0,28800.0,28925.0,28730.0,465382.0,-24145.0,25078.0
2019.04.24,28855.0,-305.0,29260.0,29270.0,28705.0,1333012.0,49692.0,-51317.0
