0,close,diff,open,high,low,volume,agency,foreign
2020.01.09,427500,-7500,428500,434000,424500,38994,-4639.0,-2757.0
2020.01.08,435000,7000,424000,436000,422500,59568,5638.0,8140.0
2020.01.07,428000,6500,425000,430000,424500,26831,3839.0,3352.0
2020.01.06,421500,-4000,427000,428500,420500,20916,-2596.0,281.0
2020.01.03,425500,1500,426000,426500,420500,29362,-11611.0,12280.0
2020.01.02,424000,-1000,428000,428500,420500,23211,-9579.0,9388.0
2019.12.30,425000,-500,429500,430500,425000,30722,8067.0,-5814.0
2019.12.27,425500,-2000,423500,429000,420000,31047,-2875.0,4543.0
2019.12.26,427500,-2000,432000,432000,427000,17149,3626.0,-4464.0
2019.12.24,429500,500,430000,431500,427500,25741,7732.0,-3851.0
2019.12.23,429000,-1500,432500,432500,428000,17785,4243.0,-3630.0
2019.12.20,430500,5000,430000,431500,423500,31545,-1147.0,4313.0
2019.12.19,425500,-1500,427000,430000,423000,29218,-9483.0,7995.0
2019.12.18,427000,-4000,427000,431000,426000,21705,-98.0,-749.0
2019.12.17,431000,1000,426000,433000,424000,32657,3945.0,1999.0
2019.12.16,430000,2000,430000,432000,425500,29188,7862.0,122.0
2019.12.13,428000,4500,427500,429000,425500,47407,7298.0,1672.0
2019.12.12,423500,6500,418000,428000,415000,73669,21899.0,-5511.0
2019.12.11,417000,10500,408500,418500,407000,43578,11459.0,-981.0
2019.12.10,406500,2500,407000,408500,403500,26659,-1294.0,3553.0
2019.12.09,404000,-3000,408500,408500,402000,22215,-6822.0,3587.0
2019.12.06,407000,-4000,407000,413500,404000,30796,-1103.0,-5033.0
2019.12.05,411000,-500,407000,412000,407000,28699,4337.0,-4717.0
2019.12.04,411500,7500,400500,412000,400500,41727,-153.0,3782.0
2019.12.03,404000,-5500,407000,407500,400500,46796,-1803.0,-332.0
2019.12.02,409500,3500,405500,410000,405500,42330,1164.0,-1174.0
2019.11.29,406000,-6000,414000,414000,405000,32508,-1594.0,-6626.0
2019.11.28,412000,-1000,410500,413000,409000,14205,-106.0,-2038.0
2019.11.27,413000,-1500,418500,419000,410000,27465,-3595.0,1713.0
2019.11.26,414500,1000,409500,414500,407000,62739,-3308.0,-3601.0
2019.11.25,413500,500,407500,414000,403500,37458,-1810.0,-1676.0
2019.11.22,413000,-2000,416000,416000,410000,31222,2937.0,-7647.0
2019.11.21,415000,-500,412000,416000,408500,37173,2162.0,-4913.0
2019.11.20,415500,-8500,420500,421000,414000,44981,-7261.0,-8855.0
2019.11.19,424000,-500,421500,424000,420500,26235,-6484.0,1723.0
2019.11.18,424500,-3000,426500,426500,420500,33498,-11150.0,-2046.0
2019.11.15,427500,2000,422000,427500,421500,25403,605.0,-2352.0
2019.11.14,425500,-500,425000,426500,421500,35927,-9844.0,-4369.0
2019.11.13,426000,-7000,431000,431500,424000,40351,-20472.0,377.0
2019.11.12,433000,1000,435500,436000,429000,28744,-11713.0,5258.0
2019.11.11,432000,-2500,434500,437500,431000,25547,-9482.0,4530.0
2019.11.08,434500,500,434000,437500,432000,29495,-3481.0,-692.0
2019.11.07,434000,-1000,433000,437000,433000,19418,-5305.0,1114.0
2019.11.06,435000,-7500,439500,442000,435000,22474,-4969.0,-108.0
2019.11.05,442500,4500,440500,442500,437000,23866,-3760.0,8766.0
2019.11.04,438000,6000,435000,439500,433000,17696,3678.0,1364.0
2019.11.01,432000,-2500,434500,435000,430500,16944,-3499.0,-994.0
2019.10.31,434500,-4000,438000,438500,434000,30839,-9159.0,-1429.0
2019.10.30,438500,-500,439000,444500,436000,20696,-1884.0,1199.0
2019.10.29,439000,-500,439500,443000,437000,13732,430.0,-514.0
2019.10.28,439500,-4000,445500,447000,438000,16441,-3751.0,4307.0
2019.10.25,443500,4000,435500,443500,435500,20450,-1404.0,8187.0
2019.10.24,439500,6500,433000,440000,433000,23663,-3174.0,8137.0
2019.10.23,433000,-17500,445500,450500,431000,53278,-25023.0,-690.0
2019.10.22,450500,8500,438500,450500,438500,32772,11752.0,2246.0
2019.10.21,442000,4500,443000,443000,438000,12356,931.0,1001.0
2019.10.18,437500,-5500,443500,446500,437000,25159,87.0,-3252.0
2019.10.17,443000,-2500,445000,447000,441000,23494,5060.0,-5793.0
2019.10.16,445500,3000,441000,446000,440000,18269,2009.0,-1152.0
2019.10.15,442500,-4500,446500,448500,441500,14055,817.0,87.0
2019.10.14,447000,3500,446500,448500,442500,14557,3581.0,-638.0
2019.10.11,443500,10000,439500,445000,434500,26009,13139.0,-7356.0
2019.10.10,433500,0,429000,440000,429000,37529,3992.0,-1830.0
2019.10.08,433500,2500,428500,437000,428500,21477,6678.0,-6435.0
2019.10.07,431000,-4500,433500,435000,430000,13857,870.0,-5270.0
2019.10.04,435500,500,433500,440500,431500,17152,2436.0,-2678.0
2019.10.02,435000,-11500,443000,443000,435000,22603,-6111.0,-2500.0
2019.10.01,446500,-1500,445000,448000,443500,19016,-91.0,-433.0
2019.09.30,448000,5000,441500,448000,441000,22541,181.0,2949.0
2019.09.27,443000,-2500,447000,448000,442000,15464,301.0,524.0
2019.09.26,445500,-500,443000,449000,441500,12054,-2383.0,1638.0
2019.09.25,446000,4500,440000,450000,440000,22554,2574.0,2904.0
2019.09.24,441500,6500,437500,443500,435500,22701,3278.0,1882.0
2019.09.23,435000,-4000,436500,438500,434500,12767,-3778.0,1048.0
2019.09.20,439000,4000,434000,439000,433500,25420,-3386.0,3978.0
2019.09.19,435000,-9000,443000,444000,433500,29595,-13126.0,1820.0
2019.09.18,444000,500,443000,447500,441000,15329,-3327.0,5960.0
2019.09.17,443500,-6500,444000,447500,442000,13802,-4137.0,1263.0
2019.09.16,450000,6500,455500,456500,444000,27579,189.0,5177.0
2019.09.11,443500,5000,442000,447000,436500,39453,6610.0,-1614.0
2019.09.10,438500,-500,439000,441500,436000,17549,-953.0,2175.0
2019.09.09,439000,1500,438000,442500,434500,26040,-8052.0,9856.0
2019.09.06,437500,-8000,442500,444500,435000,27814,-5219.0,870.0
2019.09.05,445500,1500,440500,450000,440000,33284,5152.0,805.0
2019.09.04,444000,7000,437000,444000,435500,29273,5452.0,76.0
2019.09.03,437000,-4000,445500,445500,433500,25810,-5276.0,2275.0
2019.09.02,441000,6000,432000,441500,432000,14585,3629.0,805.0
2019.08.30,435000,500,435500,438500,431500,23799,-8753.0,7810.0
2019.08.29,434500,3500,429000,434500,428000,20156,-5514.0,6524.0
2019.08.28,431000,3000,433000,433000,426500,24994,-5862.0,4921.0
2019.08.27,428000,500,428500,435000,425500,43274,-4938.0,2916.0
2019.08.26,427500,-4500,430000,432000,426000,17137,2281.0,-3226.0
2019.08.23,432000,-5000,435000,437000,429500,24862,-12466.0,7645.0
2019.08.22,437000,-5000,440000,441500,434000,42822,-20002.0,16112.0
2019.08.21,442000,-2000,444000,445500,438000,27640,-13995.0,12466.0
2019.08.20,444000,1500,439500,444500,438500,24778,-6285.0,7952.0
2019.08.19,442500,2500,441000,443000,436500,19355,-5964.0,7365.0
2019.08.16,440000,1500,434000,441000,432500,21893,-3808.0,4282.0
2019.08.14,438500,-3500,444500,445000,433500,37778,-15605.0,11314.0
2019.08.13,442000,2000,438500,447500,437500,32376,-2674.0,3242.0
2019.08.12,440000,-4000,438500,444000,438000,48180,-6403.0,5418.0
2019.08.09,444000,-3000,444000,449000,442000,32186,-6019.0,5407.0
2019.08.08,447000,21500,433500,447000,430500,57033,16259.0,-2801.0
2019.08.07,425500,2000,428500,429000,420000,35916,-3354.0,2624.0
2019.08.06,423500,-7000,430000,430000,419500,36986,10941.0,-14835.0
2019.08.05,430500,500,427000,431000,423500,31232,10324.0,-5577.0
2019.08.02,430000,-6000,433000,436000,421500,36940,-3411.0,-3105.0
2019.08.01,436000,-6500,439000,441500,433500,27516,-5812.0,1840.0
2019.07.31,442500,6500,438000,447000,436000,38660,2481.0,616.0
2019.07.30,436000,-1500,436500,440000,431000,23397,-573.0,-1472.0
2019.07.29,437500,-2000,440500,446000,436000,32691,-3119.0,3446.0
2019.07.26,439500,-18500,455500,458000,431000,60945,-25839.0,9229.0
2019.07.25,458000,-2000,460500,463000,451500,37003,-12040.0,11882.0
2019.07.24,460000,-3000,462500,468000,455000,25356,-8043.0,7006.0
2019.07.23,463000,0,462000,469500,459000,33129,-4820.0,5717.0
2019.07.22,463000,4000,454500,464000,453500,27411,5210.0,-2061.0
2019.07.19,459000,7500,451500,459000,450500,27279,4623.0,949.0
2019.07.18,451500,-2500,449500,456000,447000,28353,-2572.0,1540.0
2019.07.17,454000,3000,450000,454000,446500,29218,-5526.0,8159.0
2019.07.16,451000,8000,444000,451000,442500,27591,-1871.0,4250.0
2019.07.15,443000,-4000,442500,445500,440000,25453,-10463.0,9053.0
2019.07.12,447000,3500,444500,449000,441500,33636,-12681.0,12167.0
2019.07.11,443500,4000,440000,449000,439500,32307,-7136.0,8610.0
2019.07.10,439500,-2500,449000,449000,434500,41883,-21194.0,16638.0
2019.07.09,442000,-5500,445500,448000,441000,15608,-3342.0,3804.0
2019.07.08,447500,-6500,453000,453000,445500,21002,-3309.0,4029.0
2019.07.05,454000,-2000,456500,459500,452500,21768,-6021.0,6121.0
2019.07.04,456000,-2500,454000,459000,450500,19011,-6978.0,4188.0
2019.07.03,458500,1500,461000,462500,453500,35424,-12133.0,13146.0
2019.07.02,457000,2000,455500,462000,452500,47674,-26526.0,25167.0
2019.07.01,455000,-21000,479000,479000,454000,67563,-35630.0,18245.0
2019.06.28,476000,6000,470000,477500,470000,32667,-9713.0,15541.0
2019.06.27,470000,-11500,480000,480000,467500,53797,-16143.0,10441.0
2019.06.26,481500,2500,476000,481500,474000,31223,-5213.0,13955.0
2019.06.25,479000,9500,473500,479500,473000,40238,-14827.0,23319.0
2019.06.24,469500,-4500,478500,478500,468500,24158,-7021.0,6188.0
2019.06.21,474000,2000,472000,475000,466500,36444,-7089.0,11169.0
2019.06.20,472000,4000,472000,472000,466500,21319,-7958.0,8250.0
2019.06.19,468000,1000,465500,473500,464000,26354,-13883.0,15442.0
2019.06.18,467000,-3000,466500,471500,462500,38620,-5117.0,5463.0
2019.06.17,470000,-3000,473000,475000,465500,31505,4664.0,-3513.0
2019.06.14,473000,4000,467000,474500,464500,36823,-302.0,4046.0
2019.06.13,469000,7500,463000,472000,458000,50506,2877.0,9780.0
2019.06.12,461500,-500,462000,464500,457000,22201,-2772.0,5674.0
2019.06.11,462000,4500,459000,463500,457000,30935,940.0,9886.0
2019.06.10,457500,8500,451000,458000,447500,21308,3843.0,2651.0
2019.06.07,449000,2000,451500,454000,441000,43080,-3095.0,5002.0
2019.06.05,447000,-1500,448000,451000,444000,27259,-5062.0,4589.0
2019.06.04,448500,-3000,452000,452000,445500,24534,-1057.0,1541.0
2019.06.03,451500,14500,438500,452000,432000,40362,4271.0,8333.0
2019.05.31,437000,-1000,434000,437000,429000,26869,-2458.0,1483.0
2019.05.30,438000,4000,438000,440000,431500,24434,-1529.0,4277.0
2019.05.29,434000,-1500,442000,443000,430500,27934,-6316.0,5810.0
2019.05.28,435500,-4000,442000,446500,433000,46121,-1294.0,1055.0
2019.05.27,439500,1000,439000,440000,433500,11067,1833.0,-972.0
2019.05.24,438500,3000,429500,440000,429500,22250,2817.0,50.0
2019.05.23,435500,2000,437500,438500,428000,30680,5461.0,-3921.0
2019.05.22,433500,9000,431000,436000,424500,36759,3966.0,-217.0
2019.05.21,424500,500,419000,428500,418500,14681,1106.0,-619.0
2019.05.20,424000,2500,425000,428500,421500,14537,1059.0,-449.0
2019.05.17,421500,-500,424000,432000,420500,32027,-54.0,438.0
2019.05.16,422000,-13500,430000,430000,421500,36803,-3672.0,-4559.0
2019.05.15,435500,4500,432500,437000,429000,29302,-189.0,-542.0
2019.05.14,431000,3500,428500,434000,426000,37469,15425.0,-8905.0
2019.05.13,427500,-5500,433000,433000,423500,21532,-22.0,-1307.0
2019.05.10,433000,8500,431000,436000,427000,42160,9545.0,-5871.0
2019.05.09,424500,-10500,437500,439000,424500,46440,-1015.0,-2173.0
2019.05.08,435000,-2500,431500,437000,431000,24882,101.0,-2306.0
2019.05.07,437500,-4000,440500,440500,431500,63201,-2909.0,-2512.0
2019.05.03,441500,-5500,447000,447000,440000,45790,-6824.0,1876.0
2019.05.02,447000,-5500,447000,451500,444500,43324,-6357.0,-3392.0
2019.04.30,452500,0,452500,454000,444500,44114,-97.0,-1361.0
2019.04.29,452500,7500,446500,454000,446500,34664,4589.0,-2063.0
2019.04.26,445000,-5000,451500,455500,444500,42256,6739.0,-8228.0
2019.04.25,450000,3000,449000,453000,447500,27855,-1499.0,2775.0
2019.04.24,447000,-3500,452500,459000,442500,53388,-11017.0,2618.0
2019.04.23,450500,-2500,454500,455500,450500,25441,-7166.0,2867.0
2019.04.22,453000,-4500,456000,458500,452000,17655,-6770.0,799.0
2019.04.19,457500,500,455500,460000,452000,18258,-1163.0,-1826.0
2019.04.18,457000,-7000,464500,464500,455500,43129,-15993.0,10710.0
2019.04.17,464000,-7000,470500,470500,460500,44483,-22783.0,12846.0
2019.04.16,471000,5000,465500,471500,465500,38844,-6867.0,9637.0
2019.04.15,466000,-11500,475500,481500,462500,61577,-27064.0,7948.0
2019.04.12,477500,-4000,482000,482500,475000,39780,-12914.0,11397.0
2019.04.11,481500,-1000,482000,489000,478000,31405,-4191.0,4269.0
2019.04.10,482500,2000,480000,483500,476500,30481,-6624.0,7174.0
2019.04.09,480500,0,480500,484500,477500,36881,-16279.0,18347.0
2019.04.08,480500,-6000,491000,491000,475000,39455,-22618.0,19951.0
2019.04.05,486500,-2500,492000,492500,483000,27943,-11560.0,13559.0
