0,close,diff,open,high,low,volume,agency,foreign
2020.01.09,3710,5,3740,3785,3710,97198,-20346.0,11575.0
2020.01.08,3705,-105,3810,3810,3625,143683,4793.0,2891.0
2020.01.07,3810,-20,3885,3890,3805,104574,-27326.0,-5849.0
2020.01.06,3830,-105,3935,3965,3815,300489,-49011.0,-10047.0
2020.01.03,3935,-20,3990,3990,3905,120485,-4524.0,-8869.0
2020.01.02,3955,-45,4025,4025,3915,138056,-16102.0,-7853.0
2019.12.30,4000,-70,4090,4090,3975,231098,-29594.0,-21110.0
2019.12.27,4070,-390,4190,4200,4045,587277,-105789.0,-97253.0
2019.12.26,4460,25,4465,4470,4345,263429,3365.0,-40301.0
2019.12.24,4435,115,4325,4455,4315,295436,-7136.0,-14265.0
2019.12.23,4320,105,4215,4320,4215,257408,-4305.0,5639.0
2019.12.20,4215,0,4225,4240,4195,104223,10837.0,-4709.0
2019.12.19,4215,35,4180,4230,4175,102238,26593.0,9299.0
2019.12.18,4180,5,4175,4220,4130,162922,17509.0,7367.0
2019.12.17,4175,80,4095,4190,4050,139383,25845.0,-678.0
2019.12.16,4095,-10,4105,4240,4020,291467,2967.0,-117032.0
2019.12.13,4105,185,3955,4155,3945,355789,34193.0,88969.0
2019.12.12,3920,85,3830,3920,3830,83228,11827.0,6472.0
2019.12.11,3835,0,3810,3845,3800,48461,-3689.0,-15394.0
2019.12.10,3835,30,3785,3860,3785,29206,-1252.0,-3024.0
2019.12.09,3805,30,3780,3835,3775,56268,4325.0,-5999.0
2019.12.06,3775,-5,3770,3815,3755,27850,383.0,-14447.0
2019.12.05,3780,-10,3810,3810,3700,109239,417.0,-25395.0
2019.12.04,3790,-85,3870,3870,3760,93480,-482.0,-50451.0
2019.12.03,3875,-85,3955,4060,3850,132159,-1170.0,-73669.0
2019.12.02,3960,-5,3930,3980,3925,23644,334.0,-10337.0
2019.11.29,3965,-45,4010,4040,3955,32275,-706.0,-21195.0
2019.11.28,4010,-65,4045,4090,4010,37834,158.0,-18387.0
2019.11.27,4075,-20,4075,4090,4040,31623,-69.0,3136.0
2019.11.26,4095,85,4010,4095,3975,56873,4105.0,6869.0
2019.11.25,4010,70,3970,4015,3940,20675,4.0,6611.0
2019.11.22,3940,5,3940,3960,3910,29249,1169.0,-11080.0
2019.11.21,3935,-55,3990,4010,3905,50108,-1865.0,-7406.0
2019.11.20,3990,-40,4030,4050,3980,112986,13117.0,-29546.0
2019.11.19,4030,-30,4015,4060,4005,39471,9278.0,8749.0
2019.11.18,4060,25,4035,4065,4000,32181,-4180.0,-1585.0
2019.11.15,4035,60,3945,4035,3945,66882,4619.0,29866.0
2019.11.14,3975,-75,4050,4050,3965,74691,8384.0,-2500.0
2019.11.13,4050,5,4045,4075,3905,111168,11198.0,18347.0
2019.11.12,4045,-45,4100,4100,3970,154589,8279.0,-24120.0
2019.11.11,4090,230,3865,4105,3865,383945,69196.0,123541.0
2019.11.08,3860,30,3835,3900,3835,105161,530.0,-455.0
2019.11.07,3830,100,3730,3980,3730,378125,-2138.0,-50408.0
2019.11.06,3730,30,3715,3770,3700,32167,1530.0,-6810.0
2019.11.05,3700,-60,3755,3755,3700,23224,-561.0,-4557.0
2019.11.04,3760,110,3710,3775,3665,102571,62993.0,-33591.0
2019.11.01,3650,-15,3665,3665,3610,21601,214.0,-7944.0
2019.10.31,3665,0,3665,3705,3660,32505,-543.0,-18731.0
2019.10.30,3665,-35,3670,3700,3655,40538,13739.0,-20926.0
2019.10.29,3700,-40,3745,3765,3675,16891,-60.0,-7197.0
2019.10.28,3740,105,3655,3740,3640,55198,-13270.0,30873.0
2019.10.25,3635,-50,3690,3700,3625,17994,3541.0,-5430.0
2019.10.24,3685,60,3635,3695,3605,76689,-473.0,42148.0
2019.10.23,3625,-70,3695,3705,3555,174827,830.0,-57958.0
2019.10.22,3695,-20,3720,3745,3695,62059,-7763.0,-18433.0
2019.10.21,3715,15,3700,3720,3680,31027,1974.0,-12726.0
2019.10.18,3700,-30,3770,3775,3695,210936,-764.0,-18036.0
2019.10.17,3730,-30,3745,3780,3720,69574,-16035.0,-21427.0
2019.10.16,3760,-5,3780,3810,3760,35887,3219.0,-19420.0
2019.10.15,3765,-15,3780,3845,3765,32690,133.0,-10166.0
2019.10.14,3780,50,3760,3795,3740,51572,316.0,452.0
2019.10.11,3730,25,3710,3760,3700,29345,1878.0,-12951.0
2019.10.10,3705,-50,3795,3800,3695,71999,-7943.0,-36262.0
2019.10.08,3755,55,3700,3775,3695,44239,-8297.0,-5426.0
2019.10.07,3700,-10,3695,3745,3680,69462,-9018.0,-29358.0
2019.10.04,3710,-35,3750,3750,3685,61384,-1677.0,-33859.0
2019.10.02,3745,-25,3760,3775,3735,41278,254.0,-16115.0
2019.10.01,3770,-50,3795,3820,3710,77581,608.0,-39679.0
2019.09.30,3820,-5,3825,3870,3790,87322,-2994.0,11545.0
2019.09.27,3825,-75,3905,3950,3815,54042,-854.0,-18725.0
2019.09.26,3900,-45,3980,3990,3885,56208,-722.0,-30050.0
2019.09.25,3945,-50,3995,4045,3945,70837,7082.0,-17048.0
2019.09.24,3995,45,3950,4060,3945,81529,15134.0,-29788.0
2019.09.23,3950,25,3955,3960,3905,38257,-182.0,182.0
2019.09.20,3925,-5,3935,3965,3910,79888,-1903.0,-34732.0
2019.09.19,3930,20,3870,3960,3870,67914,-1688.0,-14556.0
2019.09.18,3910,60,3845,3925,3845,90223,-5851.0,-20895.0
2019.09.17,3850,-20,3850,3920,3795,66673,-4650.0,-16439.0
2019.09.16,3870,70,3800,3890,3790,77206,-7112.0,-4207.0
2019.09.11,3800,20,3755,3820,3755,131623,-7935.0,-5509.0
2019.09.10,3780,80,3710,3785,3670,100947,-6878.0,12202.0
2019.09.09,3700,75,3630,3735,3630,45114,-4581.0,3571.0
2019.09.06,3625,-35,3680,3700,3625,52312,-13666.0,-7179.0
2019.09.05,3660,-50,3730,3760,3650,106000,-18481.0,-21290.0
2019.09.04,3710,-20,3730,3800,3700,72248,-15078.0,-23149.0
2019.09.03,3730,0,3720,3765,3690,46389,6783.0,-3323.0
2019.09.02,3730,60,3675,3900,3670,145832,-42.0,-5372.0
2019.08.30,3670,70,3600,3705,3595,62134,6637.0,-3830.0
2019.08.29,3600,25,3580,3625,3565,24935,1734.0,-1216.0
2019.08.28,3575,35,3545,3585,3525,27319,-682.0,-2110.0
2019.08.27,3540,-45,3600,3610,3515,49707,2493.0,-23175.0
2019.08.26,3585,-50,3630,3700,3565,56246,-3185.0,-8187.0
2019.08.23,3635,-55,3665,3845,3575,273443,-2016.0,-82688.0
2019.08.22,3690,10,3665,3690,3645,40939,3701.0,668.0
2019.08.21,3680,70,3610,3680,3555,62171,-905.0,-2507.0
2019.08.20,3610,110,3505,3620,3505,40009,2124.0,2961.0
