,close,diff,open,high,low,volume,agency,foreign
2020.01.09,27450.0,1150.0,26650.0,27450.0,26650.0,614516.0,271081.0,-129515.0
2020.01.08,26300.0,-550.0,26450.0,26700.0,25950.0,676198.0,39186.0,-67776.0
2020.01.07,26850.0,350.0,26500.0,27150.0,26400.0,388103.0,41059.0,-21645.0
2020.01.06,26500.0,-800.0,26850.0,27100.0,26000.0,690224.0,-83359.0,43648.0
2020.01.03,27300.0,-550.0,28000.0,28150.0,27250.0,572272.0,-71960.0,-24491.0
2020.01.02,27850.0,-650.0,28500.0,28550.0,27750.0,303459.0,57761.0,-83399.0
2019.12.30,28500.0,200.0,28750.0,28850.0,28300.0,428087.0,138137.0,-80647.0
2019.12.27,28300.0,400.0,27550.0,28450.0,27250.0,470749.0,146162.0,-832.0
2019.12.26,27900.0,-100.0,27600.0,28200.0,27600.0,352610.0,132257.0,-42930.0
2019.12.24,28000.0,-1100.0,29150.0,29800.0,27750.0,1066768.0,-5941.0,-171104.0
2019.12.23,29100.0,1300.0,27800.0,29700.0,27200.0,1847155.0,398468.0,-36183.0
2019.12.20,27800.0,50.0,27750.0,28100.0,27250.0,370844.0,124410.0,-34060.0
2019.12.19,27750.0,0.0,28050.0,28050.0,27450.0,248090.0,73639.0,-11383.0
2019.12.18,27750.0,-100.0,27900.0,28100.0,27600.0,346523.0,30781.0,16851.0
2019.12.17,27850.0,350.0,27350.0,28050.0,27350.0,604416.0,255830.0,-79809.0
2019.12.16,27500.0,150.0,27200.0,27750.0,27000.0,452958.0,267624.0,-97175.0
2019.12.13,27350.0,450.0,27000.0,27450.0,26850.0,636781.0,386285.0,-74088.0
2019.12.12,26900.0,250.0,26900.0,27100.0,26800.0,687297.0,234379.0,1496.0
2019.12.11,26650.0,0.0,26500.0,26900.0,26400.0,446755.0,172989.0,-19120.0
2019.12.10,26650.0,500.0,26050.0,26900.0,25950.0,560605.0,297781.0,-19357.0
2019.12.09,26150.0,250.0,25950.0,26300.0,25750.0,457633.0,131298.0,74822.0
2019.12.06,25900.0,1350.0,24700.0,26050.0,24600.0,812762.0,283516.0,128351.0
2019.12.05,24550.0,300.0,24250.0,24850.0,24250.0,330930.0,116065.0,-33187.0
2019.12.04,24250.0,-200.0,24100.0,24400.0,23800.0,365811.0,-44226.0,-23583.0
2019.12.03,24450.0,-300.0,24450.0,24550.0,24100.0,368018.0,-131138.0,17770.0
2019.12.02,24750.0,0.0,24950.0,25000.0,24150.0,415979.0,-75731.0,4125.0
2019.11.29,24750.0,-650.0,25500.0,25550.0,24650.0,456454.0,-159908.0,4089.0
2019.11.28,25400.0,50.0,25150.0,25550.0,25000.0,293642.0,-42860.0,21233.0
2019.11.27,25350.0,-200.0,25750.0,25750.0,25350.0,139690.0,-10316.0,-29920.0
2019.11.26,25550.0,50.0,25500.0,25750.0,25200.0,416775.0,39955.0,-69923.0
2019.11.25,25500.0,600.0,25300.0,25650.0,24900.0,346558.0,81938.0,-85468.0
2019.11.22,24900.0,0.0,24900.0,25150.0,24700.0,290840.0,59237.0,-137978.0
2019.11.21,24900.0,-450.0,25400.0,25400.0,24450.0,506556.0,-79712.0,34933.0
2019.11.20,25350.0,-950.0,26050.0,26150.0,25300.0,461304.0,-108767.0,-83675.0
2019.11.19,26300.0,0.0,26100.0,26550.0,26000.0,231521.0,2218.0,-25578.0
2019.11.18,26300.0,-700.0,26850.0,26850.0,25950.0,444159.0,-40303.0,-111566.0
2019.11.15,27000.0,1300.0,25750.0,27150.0,25750.0,686734.0,260585.0,66527.0
2019.11.14,25700.0,-500.0,26300.0,26350.0,25550.0,513588.0,-122270.0,-3462.0
2019.11.13,26200.0,-250.0,26000.0,26350.0,25900.0,508185.0,24559.0,55133.0
2019.11.12,26450.0,50.0,26400.0,26600.0,25950.0,342884.0,-6440.0,-346.0
2019.11.11,26400.0,-550.0,26850.0,26900.0,26350.0,342277.0,40556.0,-45497.0
2019.11.08,26950.0,0.0,26950.0,27300.0,26800.0,369670.0,99983.0,-79724.0
2019.11.07,26950.0,750.0,26250.0,27150.0,26150.0,760127.0,329276.0,-69578.0
2019.11.06,26200.0,-50.0,26300.0,26550.0,26100.0,387529.0,82475.0,-91249.0
2019.11.05,26250.0,350.0,25900.0,26800.0,25900.0,832827.0,230465.0,-111001.0
2019.11.04,25900.0,900.0,25000.0,26000.0,25000.0,672569.0,239124.0,58069.0
2019.11.01,25000.0,100.0,24900.0,25300.0,24800.0,248442.0,66241.0,-49620.0
2019.10.31,24900.0,450.0,24500.0,25200.0,24400.0,417655.0,116476.0,-6283.0
2019.10.30,24450.0,-350.0,25000.0,25000.0,24350.0,368161.0,-80706.0,-29693.0
2019.10.29,24800.0,-300.0,25400.0,25400.0,24800.0,311377.0,22479.0,-92093.0
2019.10.28,25100.0,400.0,24800.0,25200.0,24750.0,304527.0,42435.0,29025.0
2019.10.25,24700.0,-250.0,24650.0,24900.0,24500.0,240766.0,-64960.0,37314.0
2019.10.24,24950.0,300.0,24500.0,25100.0,24300.0,340638.0,-18076.0,4786.0
2019.10.23,24650.0,-900.0,25550.0,25550.0,24650.0,514695.0,-90524.0,-100326.0
2019.10.22,25550.0,100.0,25500.0,25800.0,25100.0,638716.0,76182.0,-20266.0
2019.10.21,25450.0,550.0,25000.0,25500.0,24950.0,381943.0,133174.0,-33023.0
2019.10.18,24900.0,-500.0,25450.0,25700.0,24900.0,528040.0,140989.0,-143447.0
2019.10.17,25400.0,450.0,24950.0,25450.0,24850.0,614129.0,238110.0,-26235.0
2019.10.16,24950.0,600.0,24900.0,25350.0,24650.0,959657.0,340271.0,-193715.0
2019.10.15,24350.0,-150.0,24650.0,24700.0,24200.0,417362.0,17449.0,-62394.0
2019.10.14,24500.0,1300.0,23400.0,24600.0,23350.0,1109046.0,466090.0,60920.0
2019.10.11,23200.0,250.0,23000.0,23450.0,23000.0,241160.0,67378.0,-24950.0
2019.10.10,22950.0,-400.0,23200.0,23300.0,22750.0,389810.0,35730.0,-97808.0
2019.10.08,23350.0,450.0,22800.0,23400.0,22750.0,325526.0,115989.0,-33973.0
2019.10.07,22900.0,100.0,22850.0,23000.0,22500.0,360259.0,30839.0,-73814.0
2019.10.04,22800.0,-150.0,22900.0,23100.0,22700.0,267479.0,51532.0,-73132.0
2019.10.02,22950.0,-500.0,23300.0,23450.0,22900.0,348555.0,-43937.0,-99908.0
2019.10.01,23450.0,550.0,22800.0,23550.0,22750.0,365477.0,60232.0,-9341.0
2019.09.30,22900.0,-150.0,22850.0,23150.0,22800.0,260724.0,-42144.0,-5679.0
2019.09.27,23050.0,150.0,23000.0,23200.0,22650.0,322423.0,-74440.0,-7702.0
2019.09.26,22900.0,-350.0,23600.0,23750.0,22350.0,557496.0,-232421.0,-23731.0
2019.09.25,23250.0,-650.0,23800.0,23900.0,23200.0,406820.0,-127233.0,-84469.0
2019.09.24,23900.0,350.0,23550.0,23900.0,23550.0,299305.0,1390.0,19957.0
2019.09.23,23550.0,-200.0,23750.0,23750.0,23400.0,330225.0,-80632.0,20830.0
2019.09.20,23750.0,-150.0,23800.0,23850.0,23500.0,485236.0,-101100.0,15926.0
2019.09.19,23900.0,-400.0,24100.0,24600.0,23800.0,476193.0,6036.0,-165301.0
