,close,diff,open,high,low,volume,agency,foreign
2020.01.15,48450.0,0.0,48450.0,48450.0,48450.0,25406.0,,
2020.01.14,48450.0,450.0,48100.0,48500.0,47600.0,177269.0,-50076.0,25443.0
2020.01.13,48000.0,600.0,47300.0,48050.0,46900.0,143420.0,-39284.0,32424.0
2020.01.10,47200.0,-700.0,47900.0,48150.0,46900.0,50200.0,-91315.0,31790.0
2020.01.09,47900.0,-650.0,48700.0,49200.0,47450.0,298748.0,-87012.0,-2637.0
2020.01.08,48550.0,-1200.0,49250.0,49300.0,47950.0,211203.0,-53658.0,35862.0
2020.01.07,49750.0,-450.0,50500.0,50500.0,49450.0,192139.0,-33567.0,-2966.0
2020.01.06,50200.0,-600.0,50800.0,50800.0,49900.0,142825.0,-17919.0,4619.0
2020.01.03,50800.0,700.0,50500.0,51300.0,50100.0,246721.0,-44844.0,41062.0
2020.01.02,50100.0,-2200.0,52400.0,52600.0,50000.0,194505.0,-70132.0,3829.0
2019.12.30,52300.0,-500.0,53200.0,53200.0,52100.0,107967.0,-12315.0,-5308.0
2019.12.27,52800.0,-1700.0,53000.0,53400.0,52400.0,186380.0,-65684.0,4440.0
2019.12.26,54500.0,0.0,54700.0,54700.0,53700.0,91984.0,-6734.0,-1012.0
2019.12.24,54500.0,-100.0,54800.0,54900.0,54200.0,96898.0,-21047.0,17648.0
2019.12.23,54600.0,-200.0,54600.0,54900.0,54000.0,205668.0,-22886.0,-3867.0
2019.12.20,54800.0,-2600.0,57400.0,57500.0,54200.0,404523.0,-118690.0,-35620.0
2019.12.19,57400.0,-1000.0,57700.0,57700.0,56600.0,197442.0,-38885.0,8026.0
2019.12.18,58400.0,800.0,57100.0,58400.0,57000.0,177461.0,-26132.0,30247.0
2019.12.17,57600.0,1000.0,56200.0,57900.0,55600.0,186450.0,33676.0,-8729.0
2019.12.16,56600.0,-2300.0,59100.0,59200.0,55900.0,302178.0,-10957.0,-74041.0
2019.12.13,58900.0,-600.0,59300.0,60300.0,58400.0,207982.0,14786.0,-26139.0
2019.12.12,59500.0,4900.0,55300.0,59500.0,55300.0,423194.0,70365.0,48492.0
2019.12.11,54600.0,-500.0,55500.0,55500.0,54200.0,152582.0,-12619.0,3128.0
2019.12.10,55100.0,-700.0,55200.0,56400.0,54600.0,117810.0,-2844.0,-9257.0
2019.12.09,55800.0,-100.0,56500.0,56800.0,55500.0,124860.0,38951.0,-38882.0
2019.12.06,55900.0,100.0,55800.0,56600.0,55600.0,77951.0,5422.0,-6940.0
2019.12.05,55800.0,300.0,55000.0,56400.0,55000.0,106781.0,10166.0,-8466.0
2019.12.04,55500.0,-200.0,55300.0,55700.0,54400.0,102335.0,10148.0,-12429.0
2019.12.03,55700.0,-1300.0,56400.0,56600.0,55500.0,86410.0,15719.0,-25665.0
2019.12.02,57000.0,1300.0,56400.0,57200.0,55900.0,133709.0,33783.0,-23994.0
2019.11.29,55700.0,-1500.0,57600.0,57700.0,55200.0,133465.0,20243.0,-27717.0
2019.11.28,57200.0,-200.0,56800.0,57500.0,56600.0,125248.0,37250.0,-38738.0
2019.11.27,57400.0,2900.0,55400.0,57700.0,55100.0,215147.0,69336.0,-11065.0
2019.11.26,54500.0,-400.0,54900.0,55300.0,53600.0,350437.0,59620.0,-64044.0
2019.11.25,54900.0,200.0,54200.0,55500.0,54200.0,78225.0,35642.0,-38654.0
2019.11.22,54700.0,800.0,54400.0,55000.0,53300.0,125168.0,42491.0,-28539.0
2019.11.21,53900.0,200.0,54100.0,54500.0,53600.0,160357.0,32862.0,-20397.0
2019.11.20,53700.0,-1200.0,54300.0,54800.0,53600.0,141520.0,26683.0,-47784.0
2019.11.19,54900.0,-100.0,54300.0,55600.0,54000.0,168688.0,42051.0,-37553.0
2019.11.18,55000.0,0.0,54000.0,55300.0,54000.0,112877.0,29555.0,-27754.0
2019.11.15,55000.0,2700.0,52400.0,56000.0,52300.0,219825.0,113240.0,-54059.0
2019.11.14,52300.0,-700.0,52300.0,53000.0,51700.0,220551.0,46480.0,-72057.0
2019.11.13,53000.0,-2100.0,54600.0,55100.0,52800.0,132057.0,-4024.0,-24975.0
2019.11.12,55100.0,-100.0,55500.0,55600.0,54200.0,100318.0,40130.0,-44705.0
2019.11.11,55200.0,1000.0,54200.0,55700.0,53900.0,164121.0,99599.0,-80905.0
2019.11.08,54200.0,-300.0,54000.0,55500.0,54000.0,175950.0,63641.0,-62129.0
2019.11.07,54500.0,3000.0,51100.0,54800.0,50800.0,200516.0,79970.0,2032.0
2019.11.06,51500.0,-800.0,52300.0,52500.0,51300.0,106923.0,2924.0,-16081.0
2019.11.05,52300.0,300.0,51500.0,52600.0,51500.0,108986.0,6813.0,-9759.0
2019.11.04,52000.0,2100.0,49950.0,52400.0,49950.0,134273.0,54922.0,-24940.0
2019.11.01,49900.0,-600.0,49950.0,50400.0,49650.0,105521.0,-1224.0,-26100.0
2019.10.31,50500.0,-400.0,50600.0,51000.0,49900.0,248536.0,-30252.0,20675.0
2019.10.30,50900.0,-900.0,52400.0,52400.0,50700.0,100626.0,-3444.0,-2795.0
2019.10.29,51800.0,400.0,51600.0,52300.0,51400.0,134702.0,54488.0,-52628.0
2019.10.28,51400.0,-1000.0,52900.0,53400.0,51000.0,136311.0,818.0,-6924.0
2019.10.25,52400.0,400.0,51600.0,52500.0,51400.0,98880.0,-12447.0,15572.0
2019.10.24,52000.0,-600.0,52100.0,53000.0,51700.0,118070.0,18321.0,-30092.0
2019.10.23,52600.0,-900.0,52900.0,53500.0,52200.0,123851.0,-1674.0,-6293.0
2019.10.22,53500.0,500.0,53000.0,54700.0,53000.0,152730.0,71407.0,-54597.0
2019.10.21,53000.0,700.0,52600.0,53700.0,52600.0,154831.0,41046.0,-33237.0
2019.10.18,52300.0,-1400.0,53600.0,53800.0,52300.0,138103.0,5998.0,-20322.0
2019.10.17,53700.0,0.0,53600.0,54300.0,53400.0,113602.0,16162.0,-12156.0
2019.10.16,53700.0,300.0,53400.0,54400.0,53300.0,123317.0,31008.0,-27601.0
2019.10.15,53400.0,200.0,53400.0,54600.0,53200.0,122357.0,42130.0,-31527.0
