,close,diff,open,high,low,volume,agency,foreign
2020.01.09,10950.0,850.0,10300.0,10950.0,10250.0,665418.0,11162.0,40993.0
2020.01.08,10100.0,-250.0,10250.0,10300.0,9960.0,183259.0,25220.0,-26326.0
2020.01.07,10350.0,400.0,10000.0,10350.0,10000.0,206144.0,36679.0,4530.0
2020.01.06,9950.0,-150.0,9990.0,10050.0,9900.0,77750.0,4088.0,-13878.0
2020.01.03,10100.0,-50.0,10200.0,10250.0,10100.0,52330.0,-34.0,-3349.0
2020.01.02,10150.0,150.0,10150.0,10200.0,10000.0,75227.0,-83.0,-16599.0
2019.12.30,10000.0,0.0,10000.0,10100.0,9980.0,59620.0,-14.0,3031.0
2019.12.27,10000.0,-100.0,10050.0,10100.0,9990.0,106323.0,-7603.0,-6641.0
2019.12.26,10100.0,120.0,10000.0,10150.0,9980.0,74444.0,-5.0,-19640.0
2019.12.24,9980.0,-170.0,10150.0,10250.0,9970.0,122680.0,-1.0,-75786.0
2019.12.23,10150.0,100.0,10100.0,10150.0,10000.0,50610.0,1785.0,-12275.0
2019.12.20,10050.0,-50.0,10100.0,10250.0,10050.0,74722.0,-26.0,-31081.0
2019.12.19,10100.0,0.0,10200.0,10200.0,9980.0,137166.0,9.0,-63547.0
2019.12.18,10100.0,-100.0,10300.0,10300.0,10050.0,69224.0,-970.0,-25572.0
2019.12.17,10200.0,0.0,10250.0,10300.0,10100.0,73205.0,2417.0,-25399.0
2019.12.16,10200.0,150.0,10100.0,10300.0,10050.0,116116.0,573.0,-10115.0
2019.12.13,10050.0,-200.0,10350.0,10350.0,10050.0,151884.0,-43571.0,-10484.0
2019.12.12,10250.0,280.0,10050.0,10300.0,10050.0,851986.0,-582578.0,600871.0
2019.12.11,9970.0,-130.0,10150.0,10150.0,9960.0,115350.0,6187.0,-31335.0
2019.12.10,10100.0,0.0,10050.0,10150.0,9920.0,58082.0,9723.0,-6497.0
2019.12.09,10100.0,180.0,9930.0,10100.0,9850.0,113452.0,4289.0,-504.0
2019.12.06,9920.0,280.0,9730.0,9920.0,9600.0,127450.0,20951.0,-27540.0
2019.12.05,9640.0,-90.0,9720.0,9850.0,9610.0,102297.0,9854.0,-38322.0
2019.12.04,9730.0,-180.0,9880.0,9910.0,9640.0,161196.0,131.0,-52106.0
2019.12.03,9910.0,-70.0,9880.0,9970.0,9810.0,125138.0,8689.0,-60443.0
2019.12.02,9980.0,60.0,9970.0,10050.0,9890.0,73569.0,8537.0,-2631.0
2019.11.29,9920.0,-130.0,10000.0,10050.0,9840.0,160531.0,-25116.0,-52821.0
2019.11.28,10050.0,-250.0,10200.0,10200.0,9960.0,397307.0,-65101.0,-118703.0
2019.11.27,10300.0,-200.0,10500.0,10550.0,10200.0,87719.0,-489.0,-34737.0
2019.11.26,10500.0,100.0,10400.0,10550.0,10300.0,113683.0,3704.0,-1072.0
2019.11.25,10400.0,350.0,10100.0,10450.0,10100.0,130360.0,18760.0,-10098.0
2019.11.22,10050.0,-50.0,10200.0,10250.0,10000.0,115307.0,2402.0,-18464.0
2019.11.21,10100.0,-250.0,10300.0,10500.0,10000.0,239583.0,-41851.0,-22806.0
2019.11.20,10350.0,-100.0,10500.0,10900.0,10350.0,229794.0,-22466.0,-5229.0
2019.11.19,10450.0,-150.0,10600.0,10700.0,10350.0,106544.0,-16013.0,-5568.0
2019.11.18,10600.0,100.0,10550.0,10650.0,10450.0,129140.0,-15032.0,29101.0
2019.11.15,10500.0,-250.0,10700.0,10850.0,10400.0,501687.0,-32366.0,-9713.0
2019.11.14,10750.0,-650.0,11500.0,11550.0,10750.0,321486.0,-47917.0,38402.0
2019.11.13,11400.0,50.0,11300.0,11850.0,11250.0,242401.0,-18640.0,-1600.0
2019.11.12,11350.0,150.0,11350.0,11650.0,11200.0,319085.0,-29833.0,-9387.0
2019.11.11,11200.0,-350.0,11450.0,11650.0,11050.0,198924.0,-30269.0,13308.0
2019.11.08,11550.0,200.0,11250.0,12150.0,11250.0,655054.0,-27590.0,-36186.0
2019.11.07,11350.0,1200.0,10200.0,11900.0,10150.0,1333081.0,-130112.0,74938.0
2019.11.06,10150.0,100.0,10100.0,10300.0,10050.0,97149.0,874.0,-14294.0
2019.11.05,10050.0,0.0,10050.0,10100.0,9990.0,76491.0,-27888.0,20997.0
2019.11.04,10050.0,0.0,10050.0,10200.0,10000.0,129645.0,-66518.0,30595.0
2019.11.01,10050.0,0.0,10050.0,10100.0,9930.0,93273.0,-22154.0,-18291.0
2019.10.31,10050.0,-150.0,10250.0,10300.0,9990.0,96061.0,-7913.0,-5853.0
2019.10.30,10200.0,-50.0,10200.0,10350.0,10100.0,61176.0,852.0,-21466.0
2019.10.29,10250.0,0.0,10350.0,10400.0,10250.0,41755.0,-3970.0,3405.0
2019.10.28,10250.0,100.0,10150.0,10300.0,10150.0,42232.0,12339.0,7065.0
2019.10.25,10150.0,100.0,10050.0,10200.0,9990.0,54892.0,5023.0,12412.0
2019.10.24,10050.0,50.0,9990.0,10100.0,9920.0,91933.0,-3982.0,-17643.0
2019.10.23,10000.0,-100.0,10100.0,10100.0,9940.0,71664.0,-6542.0,-4032.0
2019.10.22,10100.0,0.0,10100.0,10150.0,9990.0,92472.0,-18516.0,-13994.0
2019.10.21,10100.0,-50.0,10200.0,10200.0,10000.0,50974.0,-13031.0,-9686.0
2019.10.18,10150.0,-400.0,10500.0,10550.0,10150.0,98167.0,-10860.0,-21142.0
2019.10.17,10550.0,150.0,10450.0,10550.0,10200.0,50063.0,18032.0,-9876.0
2019.10.16,10400.0,100.0,10300.0,10400.0,10250.0,43828.0,-2011.0,4565.0
2019.10.15,10300.0,200.0,10100.0,10350.0,10050.0,63854.0,6720.0,8687.0
2019.10.14,10100.0,130.0,10050.0,10200.0,9980.0,33794.0,5338.0,-3275.0
2019.10.11,9970.0,-130.0,10050.0,10150.0,9970.0,39629.0,-1977.0,-10458.0
2019.10.10,10100.0,160.0,9920.0,10100.0,9900.0,50361.0,-7177.0,13801.0
2019.10.08,9940.0,-60.0,9900.0,10050.0,9870.0,101399.0,-23587.0,-4394.0
2019.10.07,10000.0,-150.0,10300.0,10300.0,9880.0,131605.0,-30530.0,-4159.0
2019.10.04,10150.0,0.0,10100.0,10300.0,10050.0,34842.0,-1588.0,-993.0
2019.10.02,10150.0,-450.0,10450.0,10550.0,10150.0,60111.0,-7402.0,-17844.0
2019.10.01,10600.0,400.0,10150.0,10600.0,10100.0,62190.0,6343.0,9115.0
2019.09.30,10200.0,-150.0,10250.0,10300.0,10000.0,47466.0,-865.0,-2985.0
2019.09.27,10350.0,-100.0,10450.0,10500.0,10250.0,36303.0,-620.0,-12806.0
2019.09.26,10450.0,200.0,10250.0,10500.0,10250.0,44995.0,15668.0,-744.0
2019.09.25,10250.0,-150.0,10450.0,10450.0,10200.0,36801.0,-2737.0,-764.0
2019.09.24,10400.0,-50.0,10550.0,10600.0,10400.0,40604.0,4782.0,1687.0
2019.09.23,10450.0,100.0,10300.0,10450.0,10300.0,27993.0,-533.0,-1052.0
2019.09.20,10350.0,-150.0,10500.0,10550.0,10350.0,45100.0,-174.0,-7636.0
2019.09.19,10500.0,50.0,10450.0,10700.0,10400.0,47043.0,1203.0,-981.0
2019.09.18,10450.0,-100.0,10450.0,10550.0,10400.0,35645.0,-6726.0,2383.0
2019.09.17,10550.0,50.0,10400.0,10550.0,10350.0,42357.0,-2771.0,1565.0
2019.09.16,10500.0,250.0,10350.0,10500.0,10200.0,41611.0,6802.0,1165.0
2019.09.11,10250.0,-100.0,10550.0,10550.0,10250.0,55442.0,11667.0,-16053.0
2019.09.10,10350.0,100.0,10200.0,10350.0,10150.0,44174.0,-3745.0,-8726.0
2019.09.09,10250.0,-200.0,10450.0,10500.0,10150.0,42942.0,-5746.0,-3249.0
2019.09.06,10450.0,100.0,10350.0,10500.0,10250.0,44998.0,14706.0,-25.0
2019.09.05,10350.0,100.0,10300.0,10500.0,10300.0,44802.0,5213.0,378.0
2019.09.04,10250.0,50.0,10100.0,10350.0,10100.0,34511.0,2904.0,7445.0
2019.09.03,10200.0,-50.0,10150.0,10350.0,10100.0,38544.0,-1973.0,4604.0
2019.09.02,10250.0,150.0,10050.0,10250.0,10000.0,42112.0,-1274.0,8338.0
