,close,diff,open,high,low,volume,agency,foreign
2020.01.15,182600.0,0.0,182600.0,182600.0,182600.0,11339.0,,
2020.01.14,182600.0,-3600.0,188000.0,188000.0,180300.0,107322.0,-23304.0,-7607.0
2020.01.13,186200.0,-3700.0,189900.0,195000.0,185100.0,122760.0,-21074.0,-22026.0
2020.01.10,183000.0,-2000.0,185300.0,186800.0,182100.0,25601.0,-5869.0,-17801.0
2020.01.09,185000.0,13100.0,181200.0,185000.0,179000.0,175439.0,2912.0,-25631.0
2020.01.08,171900.0,-13200.0,180100.0,181700.0,167800.0,362745.0,4463.0,-16682.0
2020.01.07,185100.0,5700.0,182300.0,186300.0,180200.0,103891.0,-1017.0,-8541.0
2020.01.06,179400.0,-11700.0,185300.0,187000.0,177800.0,222610.0,-15924.0,-14917.0
2020.01.03,191100.0,-2700.0,193800.0,199300.0,185200.0,228465.0,-15461.0,-12532.0
2020.01.02,193800.0,2500.0,208000.0,208000.0,193200.0,319233.0,-19498.0,-22187.0
2019.12.30,191300.0,9800.0,180000.0,192100.0,178000.0,244849.0,6107.0,-30134.0
2019.12.27,181500.0,20800.0,173000.0,182800.0,165600.0,652450.0,-31564.0,-17380.0
2019.12.26,160700.0,-1300.0,161600.0,164700.0,160300.0,372576.0,85574.0,51207.0
2019.12.24,162000.0,-1000.0,163000.0,167000.0,161300.0,271385.0,34621.0,20610.0
2019.12.23,163000.0,1200.0,162300.0,164300.0,160300.0,195285.0,35423.0,27888.0
2019.12.20,161800.0,6600.0,157000.0,162900.0,154500.0,202432.0,27151.0,28005.0
2019.12.19,155200.0,-1900.0,157900.0,159600.0,153600.0,159891.0,15666.0,-10374.0
2019.12.18,157100.0,-1900.0,161500.0,164100.0,155200.0,232948.0,7062.0,-19987.0
2019.12.17,159000.0,12400.0,147000.0,159400.0,147000.0,336332.0,40265.0,21963.0
2019.12.16,146600.0,5700.0,141500.0,148500.0,141500.0,159641.0,18229.0,33497.0
2019.12.13,140900.0,-400.0,142500.0,147300.0,140000.0,151208.0,-2743.0,22.0
2019.12.12,141300.0,6200.0,136000.0,143600.0,135100.0,190315.0,4388.0,55319.0
2019.12.11,135100.0,-6400.0,141400.0,141400.0,135100.0,142699.0,-1877.0,-3213.0
2019.12.10,141500.0,300.0,141200.0,141700.0,137400.0,140924.0,6829.0,4389.0
2019.12.09,141200.0,-4000.0,146800.0,146800.0,140400.0,120485.0,7088.0,8584.0
2019.12.06,145200.0,200.0,147200.0,149800.0,142600.0,162385.0,-595.0,-9596.0
2019.12.05,145000.0,-5900.0,153600.0,154800.0,140000.0,234839.0,17013.0,-986.0
2019.12.04,150900.0,-9000.0,157000.0,159900.0,149200.0,238667.0,-4534.0,-9370.0
2019.12.03,159900.0,14400.0,155000.0,168500.0,148700.0,1010746.0,16048.0,-51204.0
2019.12.02,145500.0,5700.0,142100.0,147800.0,140300.0,234714.0,43726.0,-27918.0
2019.11.29,139800.0,700.0,138300.0,141700.0,135500.0,195135.0,15665.0,9354.0
2019.11.28,139100.0,-6700.0,144000.0,144800.0,136400.0,214218.0,13582.0,-10418.0
2019.11.27,145800.0,2300.0,143800.0,149200.0,139300.0,238919.0,8026.0,16962.0
2019.11.26,143500.0,-7000.0,150600.0,150600.0,142300.0,253348.0,371.0,-58006.0
2019.11.25,150500.0,11500.0,144300.0,156600.0,141000.0,618469.0,3138.0,-37135.0
2019.11.22,139000.0,-9000.0,151500.0,153000.0,130700.0,1051364.0,59953.0,8216.0
2019.11.21,148000.0,-5000.0,157000.0,157400.0,147600.0,572613.0,10812.0,-49174.0
2019.11.20,153000.0,-9100.0,154000.0,164600.0,147700.0,1057745.0,40817.0,42992.0
2019.11.19,162100.0,-11400.0,194700.0,207500.0,162100.0,1510007.0,-49938.0,-44011.0
2019.11.18,173500.0,-52900.0,193000.0,223500.0,162700.0,2321293.0,135719.0,-47654.0
2019.11.15,226400.0,0.0,228000.0,234400.0,215100.0,350727.0,-22147.0,-55067.0
2019.11.14,226400.0,2800.0,222000.0,235800.0,213000.0,237497.0,-11841.0,51487.0
2019.11.13,223600.0,-23200.0,247800.0,247900.0,206200.0,610583.0,-43883.0,31883.0
2019.11.12,246800.0,-2300.0,249600.0,257600.0,242000.0,228030.0,-12169.0,-11866.0
2019.11.11,249100.0,17600.0,233300.0,249900.0,232100.0,293061.0,-29762.0,36107.0
2019.11.08,231500.0,-1500.0,234800.0,236500.0,228200.0,96510.0,-14233.0,-11474.0
2019.11.07,233000.0,1100.0,231900.0,241800.0,224000.0,160435.0,-12357.0,-4067.0
2019.11.06,231900.0,16200.0,219600.0,240200.0,215800.0,394639.0,-19942.0,20615.0
2019.11.05,215700.0,13700.0,214400.0,235800.0,200000.0,453369.0,-15167.0,-64418.0
2019.11.04,202000.0,1200.0,201700.0,202500.0,198100.0,81812.0,4435.0,-15159.0
2019.11.01,200800.0,8300.0,193600.0,201200.0,192700.0,102817.0,-5440.0,8949.0
2019.10.31,192500.0,1500.0,193100.0,200000.0,187500.0,119922.0,-9650.0,-352.0
2019.10.30,191000.0,-2900.0,194700.0,194700.0,183800.0,192597.0,-14135.0,27463.0
2019.10.29,193900.0,-6300.0,199200.0,201900.0,191200.0,156298.0,-8301.0,8699.0
2019.10.28,200200.0,-2800.0,204800.0,205000.0,199900.0,108111.0,-10480.0,-18356.0
2019.10.25,203000.0,3300.0,199700.0,205300.0,194200.0,171784.0,-2321.0,-125.0
2019.10.24,199700.0,-4600.0,208100.0,209100.0,192000.0,269204.0,-32539.0,-30427.0
2019.10.23,204300.0,11300.0,195000.0,204900.0,192700.0,286529.0,5154.0,48703.0
2019.10.22,193000.0,10300.0,184200.0,200000.0,181500.0,357186.0,-48779.0,45269.0
2019.10.21,182700.0,2500.0,182000.0,187900.0,179400.0,144125.0,-13589.0,-16929.0
2019.10.18,180200.0,6100.0,178500.0,181900.0,171600.0,138435.0,-4479.0,16165.0
2019.10.17,174100.0,1100.0,172000.0,177800.0,172000.0,86556.0,-13479.0,12943.0
2019.10.16,173000.0,-900.0,174800.0,183500.0,170500.0,182197.0,2035.0,12857.0
2019.10.15,173900.0,1400.0,168800.0,175600.0,166600.0,189865.0,-7455.0,38132.0
2019.10.14,172500.0,-4400.0,179900.0,180000.0,168200.0,261044.0,-5992.0,19730.0
2019.10.11,176900.0,-3700.0,179900.0,201000.0,174600.0,466774.0,-14109.0,-14724.0
2019.10.10,180600.0,5600.0,178400.0,183600.0,172300.0,261777.0,-28756.0,12518.0
2019.10.08,175000.0,22700.0,153100.0,190400.0,147600.0,567960.0,-64945.0,68962.0
2019.10.07,152300.0,13300.0,147000.0,154900.0,141800.0,370369.0,-52224.0,30657.0
2019.10.04,139000.0,5000.0,134800.0,139600.0,132000.0,147587.0,-26547.0,23843.0
2019.10.02,134000.0,0.0,133500.0,139000.0,131000.0,164783.0,-6952.0,2846.0
2019.10.01,134000.0,10800.0,123100.0,140800.0,123000.0,317140.0,-32383.0,13167.0
2019.09.30,123200.0,700.0,125500.0,130300.0,121000.0,129706.0,3195.0,-23637.0
2019.09.27,122500.0,2100.0,120500.0,126100.0,117000.0,153952.0,-4974.0,-12319.0
2019.09.26,120400.0,16700.0,104100.0,127600.0,104100.0,473220.0,23801.0,40922.0
2019.09.25,103700.0,-700.0,103300.0,107300.0,102700.0,103319.0,9316.0,-22480.0
2019.09.24,104400.0,4500.0,95900.0,108800.0,95000.0,249939.0,17747.0,17319.0
2019.09.23,99900.0,-300.0,100900.0,101500.0,99000.0,50779.0,-3378.0,-2422.0
2019.09.20,100200.0,-1800.0,101200.0,102700.0,99900.0,61774.0,-7413.0,-2651.0
2019.09.19,102000.0,0.0,101900.0,104200.0,100500.0,59077.0,-1426.0,-2546.0
2019.09.18,102000.0,-2500.0,104700.0,105200.0,101700.0,54814.0,2666.0,-16652.0
2019.09.17,104500.0,-500.0,104100.0,106500.0,103300.0,55978.0,2799.0,1438.0
2019.09.16,105000.0,2500.0,102600.0,105000.0,100000.0,65070.0,10402.0,-1398.0
2019.09.11,102500.0,1000.0,102500.0,104500.0,101200.0,65735.0,-180.0,-2085.0
2019.09.10,101500.0,-3600.0,106000.0,106800.0,100700.0,77977.0,-674.0,-22017.0
2019.09.09,105100.0,-2300.0,111000.0,112400.0,104700.0,86659.0,2447.0,-13202.0
2019.09.06,107400.0,4400.0,103300.0,109300.0,102300.0,163780.0,1249.0,29582.0
2019.09.05,103000.0,5000.0,98000.0,106900.0,97600.0,274692.0,19501.0,28649.0
2019.09.04,98000.0,-1700.0,99100.0,100300.0,96300.0,145590.0,4584.0,-18776.0
2019.09.03,99700.0,-1500.0,100400.0,101200.0,99400.0,84073.0,-2992.0,-10451.0
2019.09.02,101200.0,-700.0,101000.0,102800.0,100100.0,58541.0,-5.0,4457.0
2019.08.30,101900.0,900.0,102500.0,103000.0,100800.0,51422.0,9017.0,122.0
2019.08.29,101000.0,-3000.0,104900.0,104900.0,99600.0,78765.0,-3534.0,-14300.0
2019.08.28,104000.0,3600.0,100400.0,104300.0,98300.0,102990.0,4887.0,8258.0
2019.08.27,100400.0,0.0,101400.0,103500.0,100000.0,59994.0,-921.0,-5049.0
2019.08.26,100400.0,-5700.0,103500.0,104700.0,98500.0,125220.0,-605.0,-22791.0
2019.08.23,106100.0,-1200.0,106100.0,110800.0,104300.0,71940.0,4671.0,-11309.0
2019.08.22,107300.0,900.0,107000.0,111500.0,105800.0,108833.0,3548.0,-9448.0
2019.08.21,106400.0,0.0,106000.0,107000.0,103800.0,62032.0,7048.0,-7042.0
2019.08.20,106400.0,4700.0,102300.0,107000.0,100600.0,85826.0,19762.0,-8427.0
2019.08.19,101700.0,500.0,102200.0,104500.0,99700.0,75533.0,22618.0,-5112.0
2019.08.16,101200.0,-3300.0,100300.0,103500.0,100000.0,90188.0,10854.0,-2622.0
2019.08.14,104500.0,4000.0,104000.0,110500.0,99800.0,183431.0,-7385.0,-3237.0
2019.08.13,100500.0,-5600.0,104400.0,105000.0,99500.0,156283.0,5317.0,4891.0
2019.08.12,106100.0,-1500.0,107400.0,108000.0,105400.0,76553.0,-3135.0,7583.0
2019.08.09,107600.0,-800.0,108600.0,110100.0,105900.0,99548.0,-5882.0,5235.0
2019.08.08,108400.0,200.0,108500.0,111000.0,104100.0,128440.0,17480.0,5251.0
2019.08.07,108200.0,-1700.0,110500.0,114900.0,102300.0,179178.0,17201.0,9103.0
2019.08.06,109900.0,-9700.0,115000.0,118800.0,108000.0,265449.0,10177.0,-7629.0
2019.08.05,119600.0,-4300.0,126000.0,130000.0,118000.0,187825.0,14793.0,-7593.0
2019.08.02,123900.0,-4600.0,126800.0,131000.0,115000.0,256553.0,21095.0,-36327.0
2019.08.01,128500.0,22500.0,115000.0,136200.0,112100.0,663654.0,12415.0,-11801.0
2019.07.31,106000.0,1100.0,110500.0,113800.0,84000.0,838294.0,100436.0,-15117.0
2019.07.30,104900.0,1700.0,104100.0,105700.0,101200.0,88004.0,14047.0,-3765.0
2019.07.29,103200.0,1900.0,104000.0,110800.0,99000.0,147725.0,-2401.0,-25173.0
2019.07.26,101300.0,-2700.0,104100.0,104700.0,98900.0,113711.0,9811.0,-16193.0
2019.07.25,104000.0,1300.0,102700.0,107300.0,102600.0,91120.0,6567.0,-20944.0
2019.07.24,102700.0,-2800.0,106600.0,108200.0,100500.0,132708.0,15176.0,-35129.0
2019.07.23,105500.0,10700.0,98700.0,109500.0,96400.0,399083.0,8684.0,-45421.0
2019.07.22,94800.0,4700.0,90100.0,95700.0,89100.0,112765.0,977.0,7912.0
2019.07.19,90100.0,900.0,89200.0,90500.0,88100.0,60362.0,4745.0,344.0
2019.07.18,89200.0,-500.0,90100.0,90100.0,88400.0,49383.0,8000.0,-6292.0
2019.07.17,89700.0,-700.0,90400.0,91200.0,89000.0,63611.0,-3146.0,2440.0
2019.07.16,90400.0,400.0,90000.0,92500.0,88800.0,76990.0,11917.0,9353.0
2019.07.15,90000.0,1200.0,88800.0,93200.0,87500.0,112810.0,13083.0,11198.0
2019.07.12,88800.0,-1500.0,90400.0,90500.0,87800.0,72289.0,-4760.0,-4919.0
2019.07.11,90300.0,300.0,91000.0,91000.0,86900.0,118161.0,942.0,-4474.0
2019.07.10,90000.0,0.0,91300.0,91400.0,89000.0,81994.0,8439.0,3202.0
2019.07.09,90000.0,-2100.0,91300.0,94600.0,89700.0,92337.0,8447.0,-9661.0
2019.07.08,92100.0,1100.0,91000.0,94900.0,89400.0,114252.0,16634.0,7831.0
2019.07.05,91000.0,-1300.0,92000.0,92600.0,89300.0,88127.0,3203.0,-10874.0
2019.07.04,92300.0,900.0,89100.0,98800.0,85400.0,277196.0,13718.0,-9828.0
2019.07.03,91400.0,-3100.0,95500.0,95900.0,88800.0,226741.0,-17670.0,-4528.0
2019.07.02,94500.0,12600.0,93400.0,101500.0,90200.0,855425.0,-25198.0,-54136.0
2019.07.01,81900.0,18900.0,75400.0,81900.0,73300.0,498685.0,33987.0,-843.0
